MetinID,Ort_Kelime_Boyu,Ort_Cumle_Boyu,Noktalama_Orani,Zenginlik_Endeksi,Tekrarlayan_Kelime_Orani,Zarf_Orani,Sifat_Orani,Pasif_Cumle_Orani,Baglac_Orani,Yazar_Sinifi
TXT_0788,5.54,22.36,0.158,0.7,0.16,0.115,0.117,0.024,0.106,Ahmet_Hamdi
TXT_0789,5.56,21.51,0.131,0.74,0.148,0.113,0.148,0.051,0.124,Ahmet_Hamdi
TXT_0790,5.42,16.27,0.134,0.74,0.15,0.061,0.136,0.028,0.111,Halide_Edip
TXT_0791,5.59,15.39,0.135,0.64,0.151,0.09,0.143,0.051,0.088,Halide_Edip
TXT_0792,5.44,19.42,0.144,0.76,0.177,0.108,0.124,0.052,0.118,Peyami_Safa
TXT_0793,5.04,16.01,0.093,0.7,0.132,0.087,0.179,0.058,0.119,Halide_Edip
TXT_0794,6.34,26.01,0.133,0.77,0.198,0.103,0.105,0.061,0.127,Ahmet_Hamdi
TXT_0795,6.44,25.29,0.176,0.76,0.19,0.106,0.132,0.063,0.108,Ahmet_Hamdi
TXT_0796,6.03,18.11,0.174,0.77,0.183,0.064,0.124,0.034,0.094,Ahmet_Hamdi
TXT_0797,5.23,16.98,0.155,0.74,0.162,0.064,0.106,0.023,0.123,Peyami_Safa
TXT_0798,5.72,21.45,0.094,0.6,0.12,0.084,0.138,0.058,0.062,Halide_Edip
TXT_0799,5.77,25.52,0.124,0.75,0.128,0.103,0.133,0.02,0.043,Ahmet_Hamdi
TXT_0800,5.85,24.13,0.157,0.85,0.13,0.101,0.16,0.085,0.106,Ahmet_Hamdi
TXT_0801,5.72,21.16,0.168,0.76,0.105,0.062,0.122,0.054,0.11,Ahmet_Hamdi
TXT_0802,4.96,18.78,0.116,0.66,0.237,0.063,0.179,0.093,0.042,Halide_Edip
TXT_0803,6.23,25.07,0.127,0.81,0.207,0.102,0.101,0.044,0.085,Ahmet_Hamdi
TXT_0804,5.72,19.13,0.155,0.71,0.128,0.065,0.152,0.071,0.106,Ahmet_Hamdi
TXT_0805,5.34,18.01,0.124,0.73,0.174,0.117,0.103,0.039,0.067,Halide_Edip
TXT_0806,5.59,20.31,0.13,0.68,0.151,0.057,0.095,0.059,0.06,Peyami_Safa
TXT_0807,5.88,22.89,0.161,0.83,0.132,0.068,0.165,0.056,0.084,Ahmet_Hamdi
TXT_0808,6.44,24.68,0.174,0.83,0.224,0.094,0.174,0.051,0.139,Ahmet_Hamdi
TXT_0809,5.89,26.12,0.16,0.81,0.227,0.072,0.082,0.074,0.124,Ahmet_Hamdi
TXT_0810,6.06,18.09,0.145,0.78,0.244,0.086,0.167,0.025,0.059,Peyami_Safa
TXT_0811,5.97,18.61,0.123,0.83,0.211,0.093,0.103,0.038,0.04,Ahmet_Hamdi
TXT_0812,6.19,26.44,0.166,0.77,0.249,0.104,0.163,0.093,0.041,Ahmet_Hamdi
TXT_0813,5.89,19.18,0.148,0.66,0.105,0.085,0.121,0.07,0.091,Peyami_Safa
TXT_0814,5.91,21.14,0.122,0.8,0.227,0.054,0.134,0.1,0.103,Peyami_Safa
TXT_0815,6.43,19.88,0.123,0.71,0.15,0.051,0.141,0.036,0.123,Ahmet_Hamdi
TXT_0816,6.46,18.58,0.132,0.85,0.212,0.056,0.163,0.079,0.122,Ahmet_Hamdi
TXT_0817,6.18,22.17,0.142,0.75,0.106,0.052,0.135,0.075,0.133,Peyami_Safa
TXT_0818,5.5,18.93,0.14,0.76,0.112,0.06,0.113,0.071,0.097,Peyami_Safa
TXT_0819,5.9,21.8,0.148,0.7,0.13,0.067,0.12,0.048,0.04,Peyami_Safa
TXT_0820,6.12,20.41,0.128,0.72,0.122,0.086,0.153,0.093,0.063,Ahmet_Hamdi
TXT_0821,5.64,18.97,0.139,0.75,0.105,0.065,0.128,0.022,0.064,Peyami_Safa
TXT_0822,5.43,20.97,0.1,0.7,0.243,0.072,0.173,0.051,0.142,Halide_Edip
TXT_0823,5.54,27.42,0.153,0.79,0.163,0.067,0.087,0.068,0.124,Ahmet_Hamdi
TXT_0824,4.85,15.5,0.134,0.67,0.156,0.055,0.16,0.049,0.106,Halide_Edip
TXT_0825,5.92,19.26,0.152,0.71,0.12,0.08,0.171,0.025,0.091,Ahmet_Hamdi
TXT_0826,6.07,18.52,0.139,0.76,0.161,0.064,0.11,0.091,0.115,Ahmet_Hamdi
TXT_0827,5.8,23.31,0.154,0.76,0.102,0.079,0.135,0.045,0.093,Ahmet_Hamdi
TXT_0828,6.35,22.32,0.172,0.82,0.196,0.081,0.17,0.091,0.046,Ahmet_Hamdi
TXT_0829,4.86,17.29,0.123,0.7,0.233,0.052,0.155,0.096,0.081,Halide_Edip
TXT_0830,5.7,21.63,0.132,0.75,0.222,0.052,0.098,0.026,0.136,Ahmet_Hamdi
TXT_0831,4.94,21.99,0.109,0.7,0.158,0.062,0.127,0.069,0.136,Halide_Edip
TXT_0832,5.02,18.06,0.14,0.73,0.197,0.057,0.084,0.083,0.136,Halide_Edip
TXT_0833,6.13,16.98,0.158,0.72,0.122,0.081,0.101,0.023,0.125,Peyami_Safa
TXT_0834,5.46,17.43,0.126,0.6,0.199,0.062,0.109,0.026,0.088,Halide_Edip
TXT_0835,5.31,17.4,0.093,0.69,0.108,0.082,0.096,0.087,0.149,Halide_Edip
TXT_0836,5.52,19.5,0.121,0.73,0.239,0.111,0.149,0.033,0.101,Ahmet_Hamdi
TXT_0837,5.32,15.37,0.118,0.64,0.17,0.086,0.139,0.071,0.09,Halide_Edip
TXT_0838,5.57,15.93,0.124,0.69,0.134,0.116,0.105,0.058,0.092,Halide_Edip
TXT_0839,5.87,19.72,0.121,0.77,0.181,0.077,0.133,0.091,0.133,Peyami_Safa
TXT_0840,5.12,20.54,0.135,0.62,0.168,0.075,0.129,0.026,0.1,Halide_Edip
TXT_0841,6.16,16.39,0.127,0.76,0.228,0.064,0.12,0.044,0.048,Peyami_Safa
TXT_0842,5.56,18.78,0.12,0.66,0.104,0.062,0.162,0.038,0.046,Halide_Edip
TXT_0843,5.97,26.74,0.154,0.73,0.132,0.082,0.121,0.042,0.059,Ahmet_Hamdi
TXT_0844,5.98,23.53,0.149,0.68,0.168,0.087,0.171,0.071,0.109,Peyami_Safa
TXT_0845,6.02,26.4,0.169,0.77,0.112,0.085,0.164,0.022,0.125,Ahmet_Hamdi
TXT_0846,6.0,19.17,0.142,0.66,0.202,0.058,0.142,0.084,0.115,Peyami_Safa
TXT_0847,5.41,20.89,0.138,0.78,0.213,0.062,0.094,0.09,0.059,Peyami_Safa
TXT_0848,5.43,19.65,0.097,0.66,0.171,0.072,0.088,0.077,0.1,Halide_Edip
TXT_0849,6.41,25.04,0.139,0.75,0.198,0.07,0.086,0.058,0.073,Ahmet_Hamdi
TXT_0850,5.55,24.4,0.15,0.71,0.139,0.112,0.1,0.033,0.056,Peyami_Safa
TXT_0851,5.05,21.3,0.125,0.71,0.223,0.118,0.103,0.075,0.061,Halide_Edip
TXT_0852,6.02,17.03,0.111,0.75,0.246,0.098,0.103,0.074,0.119,Peyami_Safa
TXT_0853,5.17,17.91,0.126,0.75,0.2,0.071,0.109,0.044,0.114,Halide_Edip
TXT_0854,5.39,22.06,0.148,0.73,0.113,0.079,0.096,0.045,0.148,Peyami_Safa
TXT_0855,5.62,20.42,0.139,0.74,0.16,0.099,0.109,0.027,0.138,Halide_Edip
TXT_0856,5.23,16.88,0.139,0.64,0.167,0.086,0.127,0.063,0.092,Halide_Edip
TXT_0857,5.83,22.49,0.128,0.66,0.215,0.062,0.125,0.098,0.13,Peyami_Safa
TXT_0858,5.47,23.98,0.149,0.66,0.236,0.072,0.134,0.093,0.091,Peyami_Safa
TXT_0859,5.47,20.31,0.116,0.79,0.18,0.105,0.096,0.096,0.068,Peyami_Safa
TXT_0860,5.63,20.44,0.151,0.68,0.231,0.078,0.086,0.067,0.127,Peyami_Safa
TXT_0861,5.75,15.43,0.124,0.68,0.134,0.08,0.126,0.085,0.14,Halide_Edip
TXT_0862,5.85,27.83,0.162,0.72,0.189,0.066,0.162,0.045,0.133,Ahmet_Hamdi
TXT_0863,5.45,14.3,0.126,0.68,0.172,0.076,0.135,0.083,0.136,Halide_Edip
TXT_0864,5.52,18.79,0.114,0.66,0.182,0.056,0.174,0.028,0.123,Halide_Edip
TXT_0865,5.93,22.61,0.141,0.84,0.209,0.069,0.158,0.099,0.125,Ahmet_Hamdi
TXT_0866,5.46,21.83,0.094,0.67,0.183,0.116,0.11,0.098,0.112,Halide_Edip
TXT_0867,5.58,21.08,0.113,0.69,0.21,0.084,0.104,0.037,0.041,Peyami_Safa
TXT_0868,5.74,16.73,0.118,0.67,0.118,0.112,0.156,0.023,0.065,Peyami_Safa
TXT_0869,5.93,22.25,0.151,0.77,0.2,0.075,0.142,0.055,0.096,Ahmet_Hamdi
TXT_0870,6.34,26.38,0.164,0.84,0.24,0.096,0.152,0.088,0.061,Ahmet_Hamdi
TXT_0871,6.01,22.73,0.147,0.66,0.153,0.057,0.104,0.089,0.093,Peyami_Safa
TXT_0872,5.81,22.88,0.128,0.75,0.189,0.085,0.179,0.085,0.061,Peyami_Safa
TXT_0873,5.67,26.47,0.18,0.71,0.171,0.078,0.124,0.092,0.07,Ahmet_Hamdi
TXT_0874,6.24,19.01,0.143,0.73,0.24,0.058,0.105,0.096,0.148,Ahmet_Hamdi
TXT_0875,5.04,18.3,0.126,0.73,0.176,0.083,0.117,0.089,0.044,Halide_Edip
TXT_0876,6.07,20.46,0.172,0.78,0.132,0.088,0.16,0.088,0.052,Ahmet_Hamdi
TXT_0877,5.95,27.57,0.178,0.79,0.107,0.093,0.107,0.068,0.08,Ahmet_Hamdi
TXT_0878,5.64,21.43,0.167,0.76,0.117,0.062,0.122,0.028,0.118,Ahmet_Hamdi
TXT_0879,5.68,24.57,0.139,0.78,0.203,0.109,0.114,0.081,0.061,Peyami_Safa
TXT_0880,6.08,24.13,0.123,0.67,0.204,0.092,0.099,0.098,0.108,Peyami_Safa
TXT_0881,5.37,24.0,0.14,0.73,0.21,0.076,0.132,0.062,0.041,Peyami_Safa
TXT_0882,5.6,19.74,0.139,0.64,0.237,0.077,0.115,0.084,0.05,Halide_Edip
TXT_0883,5.77,18.4,0.119,0.7,0.211,0.12,0.163,0.05,0.094,Peyami_Safa
TXT_0884,5.76,21.98,0.147,0.77,0.248,0.098,0.11,0.039,0.111,Peyami_Safa
TXT_0885,5.56,14.79,0.114,0.65,0.141,0.101,0.175,0.034,0.06,Halide_Edip
TXT_0886,6.33,23.59,0.177,0.72,0.191,0.059,0.127,0.06,0.108,Ahmet_Hamdi
TXT_0887,6.0,21.07,0.149,0.69,0.113,0.108,0.168,0.046,0.121,Peyami_Safa
TXT_0888,5.97,24.71,0.145,0.71,0.194,0.074,0.105,0.066,0.041,Peyami_Safa
TXT_0889,6.2,27.93,0.128,0.71,0.165,0.1,0.18,0.076,0.147,Ahmet_Hamdi
TXT_0890,5.67,18.66,0.171,0.76,0.169,0.078,0.157,0.026,0.115,Ahmet_Hamdi
TXT_0891,6.0,22.76,0.13,0.84,0.209,0.104,0.15,0.085,0.12,Ahmet_Hamdi
TXT_0892,5.3,22.42,0.16,0.74,0.124,0.1,0.147,0.095,0.05,Peyami_Safa
TXT_0893,6.32,26.93,0.138,0.77,0.189,0.102,0.151,0.035,0.045,Ahmet_Hamdi
TXT_0894,6.3,18.59,0.13,0.73,0.193,0.063,0.169,0.098,0.103,Ahmet_Hamdi
TXT_0895,6.11,22.76,0.121,0.78,0.234,0.053,0.146,0.095,0.099,Peyami_Safa
TXT_0896,5.48,20.35,0.135,0.73,0.17,0.093,0.113,0.056,0.145,Peyami_Safa
TXT_0897,5.8,19.8,0.155,0.82,0.202,0.08,0.156,0.038,0.122,Ahmet_Hamdi
TXT_0898,5.3,16.16,0.118,0.65,0.233,0.062,0.153,0.091,0.062,Peyami_Safa
TXT_0899,5.44,21.09,0.115,0.66,0.151,0.095,0.146,0.036,0.136,Peyami_Safa
TXT_0900,6.0,23.98,0.116,0.8,0.218,0.085,0.142,0.067,0.088,Peyami_Safa
TXT_0901,6.39,24.54,0.143,0.73,0.131,0.09,0.089,0.024,0.137,Ahmet_Hamdi
TXT_0902,5.59,22.65,0.12,0.75,0.138,0.095,0.165,0.031,0.058,Peyami_Safa
TXT_0903,5.17,21.54,0.114,0.71,0.123,0.054,0.107,0.071,0.127,Halide_Edip
TXT_0904,6.18,23.87,0.113,0.7,0.141,0.086,0.148,0.061,0.071,Peyami_Safa
TXT_0905,6.26,22.08,0.162,0.84,0.149,0.103,0.174,0.078,0.054,Ahmet_Hamdi
TXT_0906,6.07,21.65,0.135,0.72,0.14,0.053,0.134,0.059,0.124,Ahmet_Hamdi
TXT_0907,5.66,25.3,0.129,0.84,0.233,0.071,0.167,0.029,0.116,Ahmet_Hamdi
TXT_0908,5.68,18.6,0.125,0.69,0.144,0.093,0.133,0.097,0.063,Peyami_Safa
TXT_0909,5.59,19.83,0.101,0.63,0.169,0.057,0.102,0.072,0.088,Halide_Edip
TXT_0910,6.01,19.97,0.122,0.82,0.103,0.112,0.114,0.069,0.063,Ahmet_Hamdi
TXT_0911,5.6,26.37,0.159,0.72,0.154,0.057,0.083,0.036,0.101,Ahmet_Hamdi
TXT_0912,5.04,20.35,0.116,0.72,0.215,0.075,0.152,0.099,0.078,Halide_Edip
TXT_0913,5.19,14.08,0.105,0.61,0.18,0.07,0.151,0.051,0.125,Halide_Edip
TXT_0914,5.54,24.21,0.122,0.75,0.182,0.092,0.173,0.025,0.113,Ahmet_Hamdi
TXT_0915,6.47,24.23,0.175,0.76,0.19,0.107,0.171,0.09,0.131,Ahmet_Hamdi
TXT_0916,6.37,27.46,0.146,0.78,0.233,0.12,0.148,0.065,0.096,Ahmet_Hamdi
TXT_0917,5.61,17.74,0.121,0.7,0.184,0.098,0.18,0.045,0.095,Peyami_Safa
TXT_0918,5.1,16.04,0.103,0.73,0.229,0.083,0.127,0.044,0.116,Halide_Edip
TXT_0919,6.09,19.03,0.151,0.75,0.177,0.066,0.101,0.067,0.093,Peyami_Safa
TXT_0920,5.88,16.28,0.112,0.75,0.129,0.104,0.122,0.054,0.041,Peyami_Safa
TXT_0921,6.16,20.87,0.127,0.84,0.207,0.119,0.168,0.066,0.059,Ahmet_Hamdi
TXT_0922,5.35,19.43,0.137,0.69,0.236,0.11,0.104,0.069,0.045,Halide_Edip
TXT_0923,6.24,21.89,0.149,0.79,0.209,0.075,0.176,0.059,0.087,Ahmet_Hamdi
TXT_0924,5.15,21.95,0.113,0.62,0.141,0.082,0.12,0.079,0.128,Halide_Edip
TXT_0925,5.52,23.54,0.123,0.72,0.191,0.1,0.177,0.06,0.128,Peyami_Safa
TXT_0926,5.76,21.89,0.103,0.66,0.154,0.087,0.107,0.068,0.117,Halide_Edip
TXT_0927,5.86,20.59,0.116,0.72,0.169,0.056,0.146,0.025,0.137,Peyami_Safa
TXT_0928,6.03,24.55,0.148,0.81,0.242,0.119,0.103,0.091,0.149,Ahmet_Hamdi
TXT_0929,6.01,19.16,0.126,0.67,0.12,0.117,0.142,0.035,0.098,Peyami_Safa
TXT_0930,5.6,17.53,0.135,0.65,0.22,0.08,0.157,0.097,0.122,Peyami_Safa
TXT_0931,5.7,21.83,0.132,0.73,0.114,0.105,0.081,0.066,0.073,Peyami_Safa
TXT_0932,5.05,17.71,0.118,0.74,0.203,0.105,0.166,0.065,0.112,Halide_Edip
TXT_0933,5.93,22.96,0.153,0.69,0.149,0.061,0.112,0.054,0.091,Peyami_Safa
TXT_0934,6.47,21.15,0.18,0.74,0.231,0.062,0.171,0.039,0.142,Ahmet_Hamdi
TXT_0935,5.48,18.68,0.142,0.79,0.138,0.081,0.093,0.034,0.126,Peyami_Safa
TXT_0936,5.84,22.58,0.126,0.69,0.181,0.104,0.128,0.031,0.099,Peyami_Safa
TXT_0937,6.03,20.73,0.136,0.79,0.164,0.103,0.176,0.036,0.069,Peyami_Safa
TXT_0938,6.19,21.68,0.162,0.72,0.192,0.115,0.119,0.056,0.064,Ahmet_Hamdi
TXT_0939,5.72,23.39,0.145,0.75,0.175,0.088,0.145,0.021,0.045,Ahmet_Hamdi
TXT_0940,5.23,22.51,0.133,0.79,0.219,0.083,0.15,0.088,0.123,Peyami_Safa
TXT_0941,5.56,19.69,0.092,0.73,0.154,0.092,0.108,0.079,0.098,Halide_Edip
TXT_0942,6.48,21.0,0.121,0.76,0.116,0.06,0.125,0.072,0.09,Ahmet_Hamdi
TXT_0943,6.41,21.73,0.127,0.78,0.131,0.097,0.102,0.076,0.072,Ahmet_Hamdi
TXT_0944,5.36,19.33,0.144,0.74,0.143,0.093,0.164,0.099,0.114,Peyami_Safa
TXT_0945,6.47,23.3,0.121,0.84,0.223,0.09,0.173,0.097,0.063,Ahmet_Hamdi
TXT_0946,5.65,19.29,0.143,0.71,0.241,0.053,0.148,0.093,0.078,Peyami_Safa
TXT_0947,6.16,21.59,0.134,0.76,0.153,0.088,0.165,0.082,0.066,Ahmet_Hamdi
TXT_0948,5.63,24.0,0.145,0.75,0.125,0.108,0.166,0.054,0.145,Ahmet_Hamdi
TXT_0949,6.15,19.49,0.153,0.76,0.116,0.08,0.15,0.066,0.053,Peyami_Safa
TXT_0950,5.48,19.03,0.126,0.66,0.178,0.091,0.124,0.043,0.094,Peyami_Safa
TXT_0951,5.62,17.79,0.133,0.67,0.111,0.107,0.135,0.068,0.128,Halide_Edip
TXT_0952,4.83,15.4,0.119,0.75,0.23,0.058,0.111,0.099,0.143,Halide_Edip
TXT_0953,6.12,16.62,0.129,0.79,0.158,0.068,0.142,0.061,0.11,Peyami_Safa
TXT_0954,6.49,25.1,0.123,0.79,0.175,0.115,0.098,0.094,0.107,Ahmet_Hamdi
TXT_0955,5.6,19.32,0.148,0.85,0.244,0.064,0.129,0.092,0.13,Ahmet_Hamdi
TXT_0956,5.61,23.41,0.118,0.77,0.103,0.106,0.139,0.039,0.091,Peyami_Safa
TXT_0957,6.15,16.15,0.119,0.76,0.224,0.094,0.082,0.086,0.063,Peyami_Safa
TXT_0958,5.51,18.73,0.129,0.71,0.127,0.101,0.179,0.061,0.107,Halide_Edip
TXT_0959,5.32,21.06,0.116,0.74,0.154,0.093,0.092,0.06,0.143,Peyami_Safa
TXT_0960,6.1,19.83,0.123,0.79,0.107,0.051,0.121,0.072,0.101,Ahmet_Hamdi
TXT_0961,5.59,21.5,0.173,0.77,0.169,0.05,0.128,0.032,0.068,Ahmet_Hamdi
TXT_0962,6.31,26.6,0.179,0.75,0.158,0.096,0.178,0.056,0.12,Ahmet_Hamdi
TXT_0963,6.09,25.84,0.148,0.75,0.226,0.072,0.101,0.074,0.105,Ahmet_Hamdi
TXT_0964,6.14,21.74,0.149,0.7,0.202,0.071,0.085,0.066,0.076,Peyami_Safa
TXT_0965,6.13,25.53,0.176,0.83,0.228,0.094,0.151,0.05,0.145,Ahmet_Hamdi
TXT_0966,5.24,18.72,0.157,0.79,0.182,0.065,0.118,0.057,0.15,Peyami_Safa
TXT_0967,5.53,16.32,0.124,0.65,0.161,0.093,0.126,0.022,0.072,Halide_Edip
TXT_0968,5.35,21.25,0.12,0.65,0.145,0.051,0.097,0.041,0.112,Halide_Edip
TXT_0969,6.27,19.45,0.12,0.8,0.114,0.064,0.138,0.06,0.129,Ahmet_Hamdi
TXT_0970,5.1,15.49,0.115,0.61,0.175,0.051,0.128,0.057,0.147,Halide_Edip
TXT_0971,5.82,19.1,0.173,0.84,0.222,0.051,0.139,0.068,0.14,Ahmet_Hamdi
TXT_0972,6.16,26.79,0.128,0.76,0.241,0.062,0.155,0.025,0.051,Ahmet_Hamdi
TXT_0973,5.65,17.92,0.125,0.63,0.101,0.088,0.178,0.086,0.125,Halide_Edip
TXT_0974,6.05,24.71,0.154,0.77,0.237,0.077,0.081,0.02,0.08,Peyami_Safa
TXT_0975,5.4,17.49,0.149,0.65,0.112,0.051,0.13,0.031,0.107,Peyami_Safa
TXT_0976,5.3,18.09,0.125,0.8,0.131,0.089,0.116,0.033,0.133,Peyami_Safa
TXT_0977,6.36,23.37,0.177,0.74,0.156,0.079,0.095,0.056,0.053,Ahmet_Hamdi
TXT_0978,5.66,18.89,0.158,0.78,0.233,0.051,0.166,0.088,0.103,Ahmet_Hamdi
TXT_0979,6.3,27.91,0.177,0.82,0.229,0.112,0.084,0.048,0.118,Ahmet_Hamdi
TXT_0980,5.91,24.8,0.16,0.8,0.176,0.055,0.174,0.055,0.049,Peyami_Safa
TXT_0981,6.02,19.98,0.12,0.74,0.218,0.076,0.098,0.071,0.04,Peyami_Safa
TXT_0982,5.74,16.89,0.137,0.67,0.179,0.061,0.176,0.082,0.118,Peyami_Safa
TXT_0983,5.61,25.12,0.155,0.72,0.192,0.059,0.155,0.081,0.111,Ahmet_Hamdi
TXT_0984,6.42,20.64,0.149,0.73,0.195,0.066,0.085,0.03,0.119,Ahmet_Hamdi
TXT_0985,5.06,14.34,0.115,0.61,0.206,0.076,0.146,0.062,0.136,Halide_Edip
TXT_0986,5.7,18.59,0.166,0.74,0.145,0.087,0.15,0.087,0.092,Ahmet_Hamdi
TXT_0987,6.48,27.9,0.124,0.72,0.205,0.115,0.084,0.032,0.142,Ahmet_Hamdi
TXT_0988,5.39,20.11,0.157,0.78,0.118,0.07,0.116,0.062,0.092,Peyami_Safa
TXT_0989,6.46,23.75,0.142,0.71,0.102,0.101,0.157,0.08,0.139,Ahmet_Hamdi
TXT_0990,6.17,25.08,0.126,0.77,0.207,0.104,0.094,0.093,0.109,Ahmet_Hamdi
TXT_0991,5.69,20.57,0.148,0.71,0.193,0.063,0.172,0.043,0.062,Ahmet_Hamdi
TXT_0992,5.53,16.88,0.112,0.7,0.107,0.111,0.12,0.084,0.139,Halide_Edip
TXT_0993,4.85,18.99,0.109,0.69,0.103,0.076,0.081,0.062,0.099,Halide_Edip
TXT_0994,5.25,19.17,0.138,0.73,0.152,0.096,0.139,0.034,0.122,Peyami_Safa
TXT_0995,5.48,19.02,0.091,0.64,0.15,0.102,0.163,0.025,0.15,Halide_Edip
TXT_0996,5.49,19.35,0.156,0.78,0.116,0.051,0.147,0.073,0.135,Peyami_Safa
TXT_0997,5.31,17.56,0.119,0.62,0.106,0.088,0.142,0.048,0.129,Halide_Edip
TXT_0998,5.23,18.03,0.102,0.72,0.194,0.069,0.114,0.037,0.102,Halide_Edip
TXT_0999,6.13,27.58,0.126,0.76,0.211,0.082,0.11,0.095,0.107,Ahmet_Hamdi
TXT_1000,5.57,16.92,0.131,0.71,0.138,0.1,0.162,0.054,0.121,Peyami_Safa
TXT_1001,5.82,16.63,0.117,0.66,0.194,0.106,0.142,0.031,0.109,Peyami_Safa
TXT_1002,5.78,21.8,0.137,0.63,0.154,0.063,0.114,0.039,0.047,Halide_Edip
TXT_1003,5.57,25.08,0.163,0.85,0.19,0.063,0.085,0.078,0.063,Ahmet_Hamdi
TXT_1004,5.62,23.04,0.157,0.71,0.129,0.077,0.18,0.075,0.091,Ahmet_Hamdi
TXT_1005,5.7,24.53,0.157,0.74,0.181,0.069,0.111,0.076,0.055,Peyami_Safa
TXT_1006,5.29,18.2,0.135,0.69,0.218,0.069,0.158,0.079,0.052,Halide_Edip
TXT_1007,5.19,18.87,0.133,0.63,0.241,0.118,0.166,0.046,0.057,Halide_Edip
TXT_1008,5.52,15.68,0.129,0.65,0.168,0.097,0.168,0.086,0.072,Halide_Edip
TXT_1009,5.68,22.49,0.16,0.81,0.209,0.116,0.173,0.066,0.042,Ahmet_Hamdi
TXT_1010,5.49,17.13,0.129,0.76,0.241,0.062,0.14,0.061,0.085,Peyami_Safa
TXT_1011,6.28,23.44,0.165,0.81,0.209,0.103,0.11,0.028,0.109,Ahmet_Hamdi
TXT_1012,5.98,22.85,0.141,0.69,0.228,0.086,0.152,0.032,0.092,Peyami_Safa
TXT_1013,5.58,25.49,0.158,0.73,0.19,0.057,0.138,0.04,0.105,Ahmet_Hamdi
TXT_1014,6.27,21.39,0.136,0.79,0.113,0.107,0.108,0.066,0.103,Ahmet_Hamdi
TXT_1015,5.47,24.19,0.144,0.66,0.115,0.068,0.103,0.037,0.119,Peyami_Safa
TXT_1016,6.03,20.96,0.14,0.78,0.185,0.085,0.113,0.05,0.054,Ahmet_Hamdi
TXT_1017,4.85,17.5,0.093,0.64,0.175,0.063,0.095,0.065,0.052,Halide_Edip
TXT_1018,5.72,20.22,0.179,0.78,0.145,0.085,0.126,0.054,0.075,Ahmet_Hamdi
TXT_1019,5.59,17.89,0.14,0.78,0.129,0.081,0.124,0.021,0.138,Peyami_Safa
TXT_1020,5.46,14.95,0.131,0.73,0.178,0.111,0.134,0.092,0.129,Halide_Edip
TXT_1021,4.9,16.77,0.097,0.62,0.18,0.107,0.13,0.051,0.147,Halide_Edip
TXT_1022,6.25,26.16,0.164,0.76,0.118,0.106,0.174,0.071,0.134,Ahmet_Hamdi
TXT_1023,5.94,25.88,0.133,0.84,0.195,0.064,0.095,0.087,0.046,Ahmet_Hamdi
TXT_1024,6.07,24.36,0.176,0.71,0.164,0.057,0.085,0.058,0.108,Ahmet_Hamdi
TXT_1025,5.68,20.4,0.104,0.63,0.134,0.052,0.137,0.027,0.082,Halide_Edip
TXT_1026,5.97,16.5,0.151,0.77,0.161,0.062,0.102,0.098,0.077,Peyami_Safa
TXT_1027,5.74,21.56,0.117,0.75,0.121,0.078,0.1,0.082,0.099,Peyami_Safa
TXT_1028,5.55,17.97,0.098,0.72,0.133,0.062,0.164,0.073,0.116,Halide_Edip
TXT_1029,4.8,16.11,0.092,0.66,0.131,0.092,0.122,0.038,0.122,Halide_Edip
TXT_1030,5.52,23.1,0.137,0.74,0.173,0.058,0.107,0.027,0.081,Ahmet_Hamdi
TXT_1031,4.96,15.78,0.097,0.65,0.204,0.062,0.123,0.04,0.088,Halide_Edip
TXT_1032,5.34,21.62,0.127,0.73,0.176,0.079,0.163,0.079,0.105,Peyami_Safa
TXT_1033,6.17,26.78,0.163,0.71,0.143,0.119,0.137,0.1,0.051,Ahmet_Hamdi
TXT_1034,6.13,21.75,0.131,0.75,0.119,0.087,0.088,0.049,0.128,Peyami_Safa
TXT_1035,5.72,21.86,0.136,0.77,0.144,0.087,0.125,0.029,0.088,Ahmet_Hamdi
TXT_1036,5.55,24.39,0.124,0.75,0.149,0.062,0.09,0.1,0.079,Peyami_Safa
TXT_1037,5.64,26.89,0.133,0.71,0.195,0.06,0.096,0.034,0.101,Ahmet_Hamdi
TXT_1038,5.75,20.61,0.096,0.66,0.128,0.064,0.134,0.047,0.056,Halide_Edip
TXT_1039,5.74,19.41,0.096,0.69,0.117,0.099,0.146,0.095,0.064,Halide_Edip
TXT_1040,6.07,18.24,0.163,0.73,0.118,0.067,0.106,0.085,0.1,Ahmet_Hamdi
TXT_1041,6.13,24.92,0.134,0.73,0.122,0.069,0.123,0.04,0.089,Peyami_Safa
TXT_1042,6.23,25.92,0.159,0.77,0.23,0.054,0.135,0.031,0.149,Ahmet_Hamdi
TXT_1043,5.36,20.54,0.159,0.79,0.123,0.095,0.173,0.047,0.118,Peyami_Safa
TXT_1044,5.3,17.92,0.124,0.64,0.212,0.078,0.093,0.022,0.113,Halide_Edip
TXT_1045,5.73,18.95,0.124,0.7,0.207,0.11,0.125,0.021,0.074,Peyami_Safa
TXT_1046,5.81,27.31,0.177,0.8,0.234,0.094,0.112,0.059,0.125,Ahmet_Hamdi
TXT_1047,5.78,21.88,0.112,0.79,0.227,0.079,0.138,0.065,0.126,Peyami_Safa
TXT_1048,5.52,18.16,0.129,0.74,0.242,0.097,0.142,0.077,0.062,Ahmet_Hamdi
TXT_1049,5.51,21.94,0.095,0.66,0.128,0.057,0.087,0.097,0.105,Halide_Edip
