TextID,Avg_Word_Length,Avg_Sentence_Length,Punctuation_Ratio,Richness_Index,Repetitive_Word_Ratio,Adverb_Ratio,Adjective_Ratio,Passive_Sentence_Ratio,Conjunction_Ratio,Author_Class
TXT_0790,6.11,24.41,0.117,0.75,0.156,0.088,0.163,0.045,0.102,Peyami_Safa
TXT_0791,6.11,23.38,0.113,0.69,0.224,0.065,0.129,0.024,0.063,Peyami_Safa
TXT_0792,5.53,21.11,0.108,0.62,0.248,0.051,0.125,0.093,0.099,Halide_Edip
TXT_0793,5.64,20.13,0.115,0.79,0.195,0.101,0.108,0.084,0.073,Peyami_Safa
TXT_0794,5.47,21.72,0.121,0.63,0.149,0.083,0.155,0.03,0.097,Halide_Edip
TXT_0795,4.84,16.49,0.123,0.63,0.192,0.069,0.108,0.047,0.043,Halide_Edip
TXT_0796,5.71,21.15,0.095,0.7,0.245,0.085,0.088,0.04,0.142,Halide_Edip
TXT_0797,5.04,21.02,0.114,0.62,0.242,0.066,0.118,0.095,0.096,Halide_Edip
TXT_0798,5.16,14.03,0.099,0.64,0.21,0.116,0.099,0.027,0.111,Halide_Edip
TXT_0799,6.49,22.11,0.176,0.85,0.191,0.069,0.119,0.035,0.043,Ahmet_Hamdi
TXT_0800,5.57,16.62,0.131,0.76,0.188,0.064,0.16,0.04,0.059,Peyami_Safa
TXT_0801,5.56,21.63,0.105,0.74,0.211,0.063,0.085,0.046,0.143,Halide_Edip
TXT_0802,5.4,20.46,0.093,0.68,0.202,0.081,0.09,0.054,0.138,Halide_Edip
TXT_0803,5.24,21.31,0.115,0.69,0.164,0.051,0.167,0.083,0.093,Halide_Edip
TXT_0804,6.06,24.81,0.172,0.8,0.149,0.07,0.111,0.031,0.063,Ahmet_Hamdi
TXT_0805,5.63,22.36,0.169,0.74,0.138,0.111,0.124,0.076,0.079,Ahmet_Hamdi
TXT_0806,5.55,21.94,0.154,0.77,0.234,0.089,0.093,0.073,0.117,Peyami_Safa
TXT_0807,5.22,20.55,0.129,0.72,0.103,0.116,0.141,0.04,0.1,Halide_Edip
TXT_0808,5.8,17.32,0.116,0.67,0.202,0.105,0.085,0.082,0.126,Peyami_Safa
TXT_0809,5.72,15.83,0.094,0.68,0.192,0.112,0.104,0.072,0.132,Halide_Edip
TXT_0810,5.99,18.94,0.131,0.66,0.245,0.115,0.129,0.021,0.04,Peyami_Safa
TXT_0811,6.17,24.88,0.159,0.66,0.224,0.094,0.113,0.083,0.079,Peyami_Safa
TXT_0812,5.91,21.08,0.134,0.66,0.111,0.112,0.1,0.032,0.075,Peyami_Safa
TXT_0813,5.3,17.22,0.103,0.61,0.143,0.112,0.083,0.078,0.103,Halide_Edip
TXT_0814,5.58,20.76,0.14,0.82,0.131,0.058,0.105,0.099,0.089,Ahmet_Hamdi
TXT_0815,5.87,22.02,0.15,0.73,0.192,0.105,0.142,0.048,0.082,Peyami_Safa
TXT_0816,5.38,24.67,0.144,0.65,0.18,0.12,0.167,0.06,0.049,Peyami_Safa
TXT_0817,5.4,21.73,0.127,0.67,0.213,0.072,0.144,0.028,0.063,Peyami_Safa
TXT_0818,4.89,19.26,0.099,0.65,0.157,0.069,0.097,0.069,0.141,Halide_Edip
TXT_0819,5.58,25.73,0.166,0.76,0.173,0.092,0.143,0.068,0.052,Ahmet_Hamdi
TXT_0820,5.89,17.63,0.146,0.74,0.101,0.068,0.161,0.054,0.132,Peyami_Safa
TXT_0821,5.26,20.98,0.146,0.78,0.223,0.108,0.157,0.084,0.092,Peyami_Safa
TXT_0822,5.44,24.83,0.139,0.72,0.158,0.082,0.122,0.071,0.109,Peyami_Safa
TXT_0823,5.01,18.91,0.137,0.73,0.233,0.076,0.168,0.045,0.102,Halide_Edip
TXT_0824,5.74,18.22,0.101,0.69,0.214,0.076,0.138,0.044,0.078,Halide_Edip
TXT_0825,6.32,27.51,0.157,0.74,0.227,0.083,0.171,0.04,0.087,Ahmet_Hamdi
TXT_0826,5.25,22.82,0.155,0.75,0.216,0.081,0.174,0.069,0.055,Peyami_Safa
TXT_0827,5.98,25.61,0.159,0.85,0.127,0.052,0.152,0.089,0.099,Ahmet_Hamdi
TXT_0828,6.37,22.98,0.124,0.81,0.113,0.1,0.093,0.061,0.109,Ahmet_Hamdi
TXT_0829,6.42,19.62,0.163,0.75,0.241,0.059,0.094,0.039,0.128,Ahmet_Hamdi
TXT_0830,5.64,24.17,0.141,0.83,0.139,0.115,0.083,0.031,0.119,Ahmet_Hamdi
TXT_0831,5.79,18.7,0.121,0.78,0.166,0.093,0.16,0.051,0.135,Peyami_Safa
TXT_0832,5.73,20.46,0.154,0.83,0.158,0.074,0.093,0.083,0.081,Ahmet_Hamdi
TXT_0833,6.16,27.84,0.134,0.81,0.203,0.107,0.118,0.055,0.088,Ahmet_Hamdi
TXT_0834,4.91,18.49,0.14,0.6,0.144,0.118,0.131,0.052,0.11,Halide_Edip
TXT_0835,5.55,24.72,0.158,0.78,0.144,0.056,0.113,0.07,0.056,Ahmet_Hamdi
TXT_0836,5.42,22.79,0.126,0.79,0.116,0.117,0.088,0.076,0.064,Peyami_Safa
TXT_0837,5.42,18.47,0.118,0.64,0.198,0.064,0.127,0.093,0.088,Halide_Edip
TXT_0838,6.18,17.86,0.143,0.65,0.213,0.11,0.144,0.094,0.058,Peyami_Safa
TXT_0839,6.16,20.44,0.138,0.66,0.183,0.058,0.089,0.057,0.046,Peyami_Safa
TXT_0840,5.93,19.43,0.125,0.77,0.196,0.054,0.09,0.089,0.14,Ahmet_Hamdi
TXT_0841,5.35,20.56,0.115,0.77,0.174,0.076,0.102,0.077,0.067,Peyami_Safa
TXT_0842,5.21,15.01,0.102,0.75,0.106,0.098,0.169,0.057,0.102,Halide_Edip
TXT_0843,5.96,24.98,0.135,0.74,0.203,0.074,0.082,0.06,0.064,Ahmet_Hamdi
TXT_0844,6.11,21.24,0.132,0.71,0.135,0.073,0.173,0.022,0.091,Peyami_Safa
TXT_0845,5.47,20.57,0.107,0.74,0.184,0.104,0.176,0.096,0.144,Halide_Edip
TXT_0846,5.53,22.79,0.139,0.75,0.234,0.104,0.12,0.044,0.134,Ahmet_Hamdi
TXT_0847,6.41,19.88,0.153,0.71,0.141,0.064,0.092,0.09,0.067,Ahmet_Hamdi
TXT_0848,5.55,27.53,0.148,0.72,0.238,0.069,0.143,0.077,0.117,Ahmet_Hamdi
TXT_0849,5.54,20.42,0.164,0.76,0.17,0.066,0.156,0.087,0.064,Ahmet_Hamdi
TXT_0850,5.55,23.51,0.151,0.79,0.17,0.058,0.133,0.025,0.108,Ahmet_Hamdi
TXT_0851,5.26,24.11,0.145,0.79,0.243,0.077,0.179,0.027,0.066,Peyami_Safa
TXT_0852,5.94,24.26,0.149,0.71,0.228,0.12,0.135,0.099,0.043,Peyami_Safa
TXT_0853,5.72,21.12,0.128,0.71,0.196,0.116,0.087,0.086,0.122,Halide_Edip
TXT_0854,6.41,24.81,0.151,0.77,0.172,0.09,0.137,0.089,0.141,Ahmet_Hamdi
TXT_0855,5.32,21.66,0.093,0.72,0.173,0.094,0.09,0.025,0.061,Halide_Edip
TXT_0856,5.71,16.36,0.09,0.71,0.117,0.118,0.134,0.051,0.15,Halide_Edip
TXT_0857,5.53,22.62,0.131,0.68,0.102,0.105,0.087,0.071,0.098,Peyami_Safa
TXT_0858,6.39,22.67,0.143,0.74,0.188,0.075,0.16,0.066,0.149,Ahmet_Hamdi
TXT_0859,6.32,23.21,0.169,0.78,0.15,0.097,0.146,0.098,0.052,Ahmet_Hamdi
TXT_0860,5.85,24.23,0.152,0.8,0.14,0.093,0.175,0.034,0.11,Ahmet_Hamdi
TXT_0861,4.86,18.15,0.14,0.62,0.11,0.072,0.157,0.062,0.095,Halide_Edip
TXT_0862,5.67,27.17,0.178,0.8,0.196,0.086,0.111,0.052,0.054,Ahmet_Hamdi
TXT_0863,5.63,24.58,0.132,0.77,0.183,0.081,0.146,0.057,0.061,Peyami_Safa
TXT_0864,5.42,20.8,0.096,0.63,0.236,0.069,0.107,0.085,0.142,Halide_Edip
TXT_0865,5.75,19.32,0.123,0.74,0.146,0.058,0.135,0.032,0.076,Ahmet_Hamdi
TXT_0866,6.37,22.53,0.164,0.83,0.176,0.113,0.151,0.066,0.068,Ahmet_Hamdi
TXT_0867,5.3,18.4,0.095,0.72,0.158,0.115,0.116,0.048,0.041,Halide_Edip
TXT_0868,5.59,15.14,0.12,0.66,0.127,0.115,0.103,0.061,0.111,Halide_Edip
TXT_0869,5.52,24.75,0.152,0.72,0.203,0.075,0.127,0.042,0.082,Peyami_Safa
TXT_0870,5.69,14.96,0.098,0.73,0.224,0.081,0.12,0.074,0.102,Halide_Edip
TXT_0871,5.55,27.89,0.177,0.79,0.111,0.066,0.137,0.026,0.098,Ahmet_Hamdi
TXT_0872,6.1,24.53,0.134,0.68,0.211,0.109,0.156,0.026,0.11,Peyami_Safa
TXT_0873,5.13,17.41,0.1,0.71,0.169,0.113,0.118,0.084,0.1,Halide_Edip
TXT_0874,5.04,21.97,0.117,0.65,0.216,0.073,0.142,0.068,0.083,Halide_Edip
TXT_0875,6.47,24.37,0.173,0.73,0.174,0.11,0.095,0.025,0.129,Ahmet_Hamdi
TXT_0876,5.71,19.29,0.107,0.72,0.12,0.066,0.128,0.086,0.135,Halide_Edip
TXT_0877,5.61,19.47,0.112,0.79,0.156,0.06,0.086,0.071,0.128,Peyami_Safa
TXT_0878,6.02,18.43,0.175,0.75,0.226,0.103,0.164,0.022,0.097,Ahmet_Hamdi
TXT_0879,5.75,16.4,0.154,0.66,0.239,0.094,0.089,0.092,0.07,Peyami_Safa
TXT_0880,5.71,18.1,0.126,0.72,0.19,0.06,0.131,0.047,0.047,Ahmet_Hamdi
TXT_0881,6.36,25.98,0.167,0.8,0.197,0.099,0.136,0.035,0.084,Ahmet_Hamdi
TXT_0882,5.74,26.46,0.17,0.75,0.199,0.11,0.084,0.094,0.135,Ahmet_Hamdi
TXT_0883,5.5,22.23,0.169,0.82,0.229,0.114,0.083,0.021,0.087,Ahmet_Hamdi
TXT_0884,6.11,21.15,0.179,0.78,0.181,0.105,0.172,0.094,0.147,Ahmet_Hamdi
TXT_0885,5.65,17.5,0.143,0.7,0.245,0.092,0.117,0.032,0.118,Peyami_Safa
TXT_0886,6.48,19.83,0.166,0.84,0.106,0.115,0.109,0.027,0.063,Ahmet_Hamdi
TXT_0887,6.32,27.61,0.122,0.83,0.144,0.072,0.165,0.079,0.088,Ahmet_Hamdi
TXT_0888,6.17,19.3,0.136,0.72,0.198,0.076,0.081,0.074,0.087,Peyami_Safa
TXT_0889,5.27,22.07,0.139,0.66,0.196,0.114,0.161,0.03,0.12,Peyami_Safa
TXT_0890,5.41,21.08,0.125,0.73,0.229,0.065,0.086,0.071,0.123,Halide_Edip
TXT_0891,5.55,19.76,0.143,0.73,0.108,0.117,0.167,0.061,0.093,Peyami_Safa
TXT_0892,4.95,15.35,0.104,0.64,0.162,0.085,0.089,0.027,0.078,Halide_Edip
TXT_0893,5.47,19.16,0.116,0.62,0.178,0.062,0.13,0.061,0.064,Halide_Edip
TXT_0894,6.05,27.25,0.133,0.81,0.191,0.088,0.158,0.04,0.097,Ahmet_Hamdi
TXT_0895,5.87,19.14,0.174,0.73,0.21,0.083,0.095,0.049,0.053,Ahmet_Hamdi
TXT_0896,5.28,22.48,0.135,0.71,0.112,0.068,0.111,0.022,0.048,Peyami_Safa
TXT_0897,6.4,26.7,0.153,0.84,0.159,0.09,0.152,0.059,0.117,Ahmet_Hamdi
TXT_0898,5.28,19.47,0.136,0.74,0.242,0.06,0.108,0.029,0.05,Peyami_Safa
TXT_0899,5.53,27.75,0.168,0.84,0.18,0.099,0.134,0.049,0.054,Ahmet_Hamdi
TXT_0900,5.37,23.06,0.147,0.75,0.124,0.059,0.131,0.039,0.116,Peyami_Safa
TXT_0901,4.93,17.34,0.128,0.74,0.112,0.091,0.082,0.06,0.147,Halide_Edip
TXT_0902,5.28,21.28,0.1,0.71,0.196,0.1,0.141,0.04,0.143,Halide_Edip
TXT_0903,5.74,15.49,0.104,0.65,0.164,0.072,0.098,0.088,0.049,Halide_Edip
TXT_0904,5.81,27.55,0.179,0.75,0.145,0.085,0.146,0.03,0.101,Ahmet_Hamdi
TXT_0905,5.77,19.88,0.132,0.78,0.14,0.073,0.149,0.065,0.1,Peyami_Safa
TXT_0906,6.41,19.18,0.138,0.77,0.214,0.11,0.169,0.057,0.056,Ahmet_Hamdi
TXT_0907,6.04,18.05,0.135,0.71,0.193,0.119,0.148,0.024,0.103,Ahmet_Hamdi
TXT_0908,5.18,21.47,0.123,0.62,0.14,0.064,0.099,0.024,0.088,Halide_Edip
TXT_0909,5.75,20.27,0.157,0.82,0.187,0.053,0.154,0.039,0.097,Ahmet_Hamdi
TXT_0910,5.48,18.84,0.114,0.73,0.122,0.089,0.123,0.059,0.097,Peyami_Safa
TXT_0911,5.79,20.02,0.179,0.78,0.207,0.118,0.127,0.092,0.049,Ahmet_Hamdi
TXT_0912,6.42,20.72,0.135,0.8,0.119,0.109,0.178,0.058,0.071,Ahmet_Hamdi
TXT_0913,4.9,16.02,0.137,0.69,0.162,0.102,0.151,0.043,0.085,Halide_Edip
TXT_0914,5.6,19.05,0.153,0.73,0.222,0.103,0.106,0.073,0.07,Ahmet_Hamdi
TXT_0915,5.21,16.68,0.14,0.65,0.192,0.063,0.139,0.038,0.074,Halide_Edip
TXT_0916,6.18,23.25,0.111,0.65,0.138,0.099,0.118,0.079,0.098,Peyami_Safa
TXT_0917,5.36,19.8,0.104,0.66,0.171,0.06,0.115,0.07,0.047,Halide_Edip
TXT_0918,5.61,17.1,0.133,0.63,0.148,0.103,0.17,0.089,0.137,Halide_Edip
TXT_0919,6.47,18.8,0.159,0.71,0.225,0.058,0.101,0.026,0.052,Ahmet_Hamdi
TXT_0920,5.88,24.76,0.131,0.75,0.136,0.088,0.17,0.044,0.122,Peyami_Safa
TXT_0921,6.2,22.48,0.112,0.77,0.202,0.062,0.125,0.072,0.063,Peyami_Safa
TXT_0922,5.95,19.44,0.112,0.78,0.214,0.079,0.12,0.079,0.11,Peyami_Safa
TXT_0923,5.38,20.71,0.151,0.78,0.177,0.072,0.081,0.021,0.054,Peyami_Safa
TXT_0924,6.05,21.19,0.143,0.71,0.193,0.051,0.129,0.044,0.09,Peyami_Safa
TXT_0925,5.82,20.49,0.171,0.83,0.209,0.071,0.093,0.042,0.071,Ahmet_Hamdi
TXT_0926,4.81,21.66,0.102,0.73,0.134,0.095,0.137,0.08,0.108,Halide_Edip
TXT_0927,5.51,14.85,0.094,0.66,0.237,0.095,0.093,0.065,0.044,Halide_Edip
TXT_0928,5.81,23.38,0.174,0.75,0.187,0.114,0.16,0.054,0.107,Ahmet_Hamdi
TXT_0929,5.95,20.18,0.175,0.76,0.125,0.054,0.156,0.051,0.123,Ahmet_Hamdi
TXT_0930,4.96,20.85,0.119,0.73,0.149,0.089,0.136,0.055,0.079,Halide_Edip
TXT_0931,5.19,21.96,0.135,0.66,0.189,0.086,0.097,0.069,0.148,Halide_Edip
TXT_0932,6.14,26.89,0.14,0.72,0.103,0.098,0.142,0.09,0.084,Ahmet_Hamdi
TXT_0933,5.01,21.55,0.118,0.6,0.161,0.072,0.112,0.056,0.099,Halide_Edip
TXT_0934,5.6,24.21,0.124,0.66,0.198,0.103,0.174,0.098,0.051,Peyami_Safa
TXT_0935,5.92,20.15,0.149,0.79,0.146,0.087,0.174,0.025,0.082,Peyami_Safa
TXT_0936,5.28,15.87,0.104,0.74,0.245,0.054,0.124,0.093,0.127,Halide_Edip
TXT_0937,5.63,16.21,0.095,0.68,0.111,0.091,0.085,0.096,0.135,Halide_Edip
TXT_0938,6.18,19.15,0.129,0.66,0.101,0.116,0.166,0.07,0.111,Peyami_Safa
TXT_0939,5.71,24.64,0.132,0.74,0.134,0.087,0.115,0.042,0.128,Ahmet_Hamdi
TXT_0940,5.62,21.75,0.095,0.64,0.138,0.058,0.15,0.076,0.137,Halide_Edip
TXT_0941,6.0,27.45,0.133,0.72,0.196,0.114,0.154,0.06,0.113,Ahmet_Hamdi
TXT_0942,5.72,20.32,0.177,0.74,0.12,0.117,0.092,0.026,0.046,Ahmet_Hamdi
TXT_0943,5.72,14.95,0.127,0.7,0.207,0.058,0.144,0.048,0.069,Halide_Edip
TXT_0944,5.82,26.64,0.164,0.83,0.14,0.1,0.122,0.029,0.042,Ahmet_Hamdi
TXT_0945,5.25,14.78,0.123,0.69,0.218,0.112,0.105,0.085,0.104,Halide_Edip
TXT_0946,5.35,20.68,0.138,0.73,0.105,0.075,0.132,0.028,0.056,Peyami_Safa
TXT_0947,5.21,18.38,0.116,0.62,0.147,0.054,0.175,0.076,0.091,Halide_Edip
TXT_0948,5.69,21.53,0.125,0.66,0.218,0.083,0.138,0.09,0.098,Halide_Edip
TXT_0949,6.27,20.51,0.146,0.77,0.166,0.119,0.089,0.063,0.093,Ahmet_Hamdi
TXT_0950,6.02,21.81,0.157,0.78,0.229,0.094,0.117,0.069,0.123,Peyami_Safa
TXT_0951,4.83,14.71,0.095,0.72,0.2,0.075,0.14,0.076,0.072,Halide_Edip
TXT_0952,5.36,19.0,0.125,0.68,0.231,0.077,0.133,0.086,0.149,Peyami_Safa
TXT_0953,5.48,23.27,0.115,0.67,0.217,0.096,0.169,0.097,0.085,Peyami_Safa
TXT_0954,5.58,18.76,0.104,0.71,0.167,0.094,0.155,0.038,0.067,Halide_Edip
TXT_0955,6.13,16.85,0.129,0.77,0.227,0.094,0.145,0.055,0.087,Peyami_Safa
TXT_0956,4.84,14.78,0.096,0.61,0.15,0.098,0.124,0.02,0.045,Halide_Edip
TXT_0957,5.63,22.94,0.159,0.75,0.151,0.067,0.105,0.022,0.099,Ahmet_Hamdi
TXT_0958,4.92,20.67,0.134,0.65,0.215,0.102,0.145,0.054,0.096,Halide_Edip
TXT_0959,4.86,18.27,0.097,0.72,0.101,0.109,0.081,0.022,0.104,Halide_Edip
TXT_0960,5.9,21.58,0.141,0.7,0.197,0.116,0.087,0.095,0.055,Peyami_Safa
TXT_0961,5.59,23.68,0.134,0.8,0.143,0.079,0.154,0.065,0.132,Ahmet_Hamdi
TXT_0962,6.07,16.73,0.141,0.72,0.117,0.062,0.083,0.083,0.119,Peyami_Safa
TXT_0963,6.44,18.64,0.177,0.74,0.166,0.112,0.116,0.09,0.121,Ahmet_Hamdi
TXT_0964,5.78,22.21,0.113,0.79,0.136,0.096,0.102,0.042,0.128,Peyami_Safa
TXT_0965,6.05,23.69,0.142,0.78,0.174,0.09,0.11,0.072,0.056,Ahmet_Hamdi
TXT_0966,6.04,18.9,0.138,0.68,0.103,0.113,0.178,0.053,0.111,Peyami_Safa
TXT_0967,5.63,15.66,0.128,0.68,0.222,0.056,0.085,0.045,0.073,Halide_Edip
TXT_0968,5.45,21.53,0.139,0.73,0.211,0.107,0.147,0.025,0.064,Peyami_Safa
TXT_0969,6.14,26.3,0.126,0.81,0.224,0.095,0.152,0.058,0.125,Ahmet_Hamdi
TXT_0970,5.22,24.81,0.11,0.74,0.159,0.083,0.095,0.078,0.125,Peyami_Safa
TXT_0971,5.57,22.5,0.143,0.7,0.244,0.057,0.145,0.082,0.089,Peyami_Safa
TXT_0972,5.98,24.69,0.141,0.72,0.244,0.118,0.107,0.063,0.131,Peyami_Safa
TXT_0973,5.89,21.46,0.148,0.77,0.24,0.055,0.086,0.049,0.063,Ahmet_Hamdi
TXT_0974,5.51,25.6,0.175,0.76,0.122,0.105,0.164,0.069,0.144,Ahmet_Hamdi
TXT_0975,6.04,22.81,0.17,0.78,0.188,0.104,0.17,0.091,0.141,Ahmet_Hamdi
TXT_0976,5.57,19.25,0.136,0.72,0.124,0.061,0.096,0.071,0.11,Halide_Edip
TXT_0977,6.04,18.87,0.137,0.66,0.187,0.108,0.121,0.031,0.107,Peyami_Safa
TXT_0978,6.32,23.22,0.14,0.76,0.236,0.105,0.11,0.075,0.12,Ahmet_Hamdi
TXT_0979,4.92,20.32,0.129,0.74,0.121,0.111,0.093,0.047,0.119,Halide_Edip
TXT_0980,5.56,17.59,0.117,0.6,0.206,0.05,0.128,0.037,0.115,Halide_Edip
TXT_0981,5.37,17.26,0.113,0.72,0.191,0.056,0.085,0.042,0.105,Peyami_Safa
TXT_0982,5.65,21.47,0.158,0.79,0.187,0.111,0.161,0.073,0.148,Peyami_Safa
TXT_0983,6.14,23.69,0.144,0.66,0.22,0.116,0.143,0.089,0.08,Peyami_Safa
TXT_0984,6.32,26.29,0.155,0.72,0.116,0.109,0.176,0.025,0.136,Ahmet_Hamdi
TXT_0985,5.83,18.58,0.159,0.76,0.162,0.064,0.147,0.04,0.077,Ahmet_Hamdi
TXT_0986,5.31,19.29,0.123,0.7,0.165,0.087,0.156,0.045,0.147,Halide_Edip
TXT_0987,6.44,20.96,0.125,0.77,0.172,0.089,0.11,0.096,0.138,Ahmet_Hamdi
TXT_0988,5.82,20.37,0.142,0.69,0.181,0.12,0.172,0.032,0.115,Peyami_Safa
TXT_0989,5.13,14.29,0.121,0.75,0.145,0.108,0.143,0.093,0.146,Halide_Edip
TXT_0990,5.62,21.07,0.148,0.72,0.238,0.059,0.104,0.068,0.044,Peyami_Safa
TXT_0991,6.08,23.66,0.124,0.78,0.143,0.051,0.148,0.022,0.138,Peyami_Safa
TXT_0992,5.29,20.83,0.123,0.77,0.154,0.057,0.107,0.085,0.092,Peyami_Safa
TXT_0993,5.64,15.14,0.094,0.7,0.247,0.051,0.169,0.051,0.12,Halide_Edip
TXT_0994,5.76,14.59,0.121,0.65,0.233,0.06,0.147,0.09,0.146,Halide_Edip
TXT_0995,6.05,23.49,0.179,0.79,0.102,0.093,0.112,0.055,0.093,Ahmet_Hamdi
TXT_0996,5.42,21.5,0.144,0.71,0.157,0.105,0.098,0.08,0.096,Peyami_Safa
TXT_0997,6.35,27.18,0.159,0.81,0.16,0.095,0.104,0.03,0.122,Ahmet_Hamdi
TXT_0998,6.1,20.03,0.157,0.66,0.162,0.12,0.085,0.066,0.132,Peyami_Safa
TXT_0999,6.3,22.8,0.146,0.78,0.243,0.071,0.08,0.028,0.128,Ahmet_Hamdi
TXT_1000,5.32,22.12,0.124,0.65,0.244,0.069,0.096,0.041,0.046,Peyami_Safa
TXT_1001,5.32,17.28,0.117,0.7,0.16,0.098,0.166,0.083,0.106,Halide_Edip
TXT_1002,5.08,20.57,0.114,0.62,0.238,0.084,0.113,0.05,0.136,Halide_Edip
TXT_1003,5.78,16.93,0.122,0.6,0.193,0.078,0.179,0.054,0.081,Halide_Edip
TXT_1004,5.67,16.15,0.123,0.75,0.166,0.067,0.08,0.055,0.115,Peyami_Safa
TXT_1005,4.91,18.78,0.1,0.66,0.107,0.06,0.131,0.097,0.095,Halide_Edip
TXT_1006,5.55,21.14,0.092,0.71,0.129,0.093,0.105,0.061,0.137,Halide_Edip
TXT_1007,5.97,18.11,0.115,0.69,0.186,0.099,0.14,0.09,0.08,Peyami_Safa
TXT_1008,5.53,18.92,0.159,0.78,0.194,0.119,0.161,0.038,0.139,Peyami_Safa
TXT_1009,6.15,18.48,0.141,0.68,0.159,0.11,0.141,0.06,0.119,Peyami_Safa
TXT_1010,6.0,18.87,0.154,0.77,0.139,0.105,0.125,0.056,0.131,Peyami_Safa
TXT_1011,5.64,23.07,0.147,0.82,0.211,0.091,0.16,0.069,0.063,Ahmet_Hamdi
TXT_1012,4.86,19.7,0.113,0.61,0.146,0.078,0.163,0.049,0.093,Halide_Edip
TXT_1013,6.02,20.54,0.157,0.67,0.171,0.068,0.086,0.033,0.145,Peyami_Safa
TXT_1014,6.22,25.88,0.149,0.75,0.196,0.119,0.122,0.065,0.051,Ahmet_Hamdi
TXT_1015,6.12,25.55,0.17,0.72,0.226,0.068,0.094,0.026,0.05,Ahmet_Hamdi
TXT_1016,5.55,22.79,0.169,0.79,0.153,0.11,0.171,0.091,0.064,Ahmet_Hamdi
TXT_1017,5.98,18.88,0.149,0.81,0.23,0.051,0.15,0.074,0.046,Ahmet_Hamdi
TXT_1018,5.64,19.5,0.163,0.8,0.201,0.097,0.136,0.075,0.045,Ahmet_Hamdi
TXT_1019,5.81,21.88,0.166,0.72,0.168,0.115,0.154,0.082,0.096,Ahmet_Hamdi
TXT_1020,5.94,23.71,0.147,0.7,0.102,0.084,0.12,0.084,0.116,Peyami_Safa
TXT_1021,5.82,23.67,0.116,0.71,0.244,0.077,0.114,0.098,0.148,Peyami_Safa
TXT_1022,5.82,23.94,0.145,0.78,0.211,0.084,0.128,0.099,0.054,Ahmet_Hamdi
TXT_1023,5.06,17.07,0.093,0.69,0.124,0.088,0.13,0.089,0.054,Halide_Edip
TXT_1024,5.64,14.51,0.135,0.74,0.104,0.09,0.089,0.071,0.086,Halide_Edip
TXT_1025,6.45,21.04,0.172,0.82,0.143,0.109,0.164,0.09,0.085,Ahmet_Hamdi
TXT_1026,5.57,21.95,0.117,0.69,0.206,0.07,0.1,0.031,0.129,Halide_Edip
TXT_1027,4.83,14.22,0.111,0.71,0.192,0.066,0.088,0.053,0.084,Halide_Edip
TXT_1028,6.03,19.32,0.165,0.77,0.14,0.102,0.158,0.051,0.081,Ahmet_Hamdi
TXT_1029,5.21,17.63,0.123,0.61,0.23,0.08,0.128,0.058,0.139,Halide_Edip
TXT_1030,4.81,16.9,0.122,0.73,0.204,0.1,0.08,0.026,0.074,Halide_Edip
TXT_1031,5.67,15.64,0.104,0.72,0.205,0.062,0.087,0.045,0.041,Halide_Edip
TXT_1032,5.76,27.24,0.156,0.75,0.188,0.11,0.094,0.042,0.105,Ahmet_Hamdi
TXT_1033,4.97,17.9,0.135,0.69,0.15,0.088,0.113,0.024,0.097,Halide_Edip
TXT_1034,5.64,20.48,0.128,0.63,0.212,0.087,0.113,0.037,0.054,Halide_Edip
TXT_1035,5.21,16.74,0.123,0.68,0.203,0.1,0.17,0.059,0.126,Peyami_Safa
TXT_1036,5.33,16.38,0.144,0.77,0.218,0.091,0.143,0.093,0.13,Peyami_Safa
TXT_1037,5.75,25.7,0.139,0.72,0.11,0.054,0.112,0.022,0.108,Ahmet_Hamdi
TXT_1038,4.82,18.45,0.134,0.74,0.126,0.06,0.153,0.049,0.13,Halide_Edip
TXT_1039,5.21,18.71,0.115,0.72,0.17,0.062,0.134,0.023,0.122,Halide_Edip
TXT_1040,5.73,18.86,0.111,0.8,0.182,0.057,0.16,0.031,0.11,Peyami_Safa
TXT_1041,6.48,26.3,0.16,0.81,0.185,0.051,0.159,0.098,0.15,Ahmet_Hamdi
TXT_1042,5.66,24.05,0.148,0.74,0.222,0.095,0.165,0.089,0.085,Ahmet_Hamdi
TXT_1043,5.5,26.17,0.16,0.79,0.211,0.092,0.157,0.088,0.095,Ahmet_Hamdi
TXT_1044,5.8,15.94,0.114,0.61,0.15,0.09,0.098,0.056,0.064,Halide_Edip
TXT_1045,4.85,16.34,0.094,0.73,0.108,0.111,0.158,0.09,0.041,Halide_Edip
TXT_1046,6.29,18.16,0.144,0.7,0.207,0.117,0.155,0.047,0.114,Ahmet_Hamdi
TXT_1047,5.66,18.3,0.108,0.74,0.243,0.09,0.174,0.034,0.045,Halide_Edip
TXT_1048,6.22,26.84,0.155,0.8,0.231,0.106,0.115,0.036,0.142,Ahmet_Hamdi
TXT_1049,5.84,22.0,0.153,0.78,0.232,0.093,0.173,0.075,0.092,Peyami_Safa
TXT_1050,6.39,19.24,0.158,0.71,0.244,0.089,0.11,0.053,0.078,Ahmet_Hamdi
TXT_1051,6.04,17.2,0.12,0.71,0.199,0.053,0.081,0.088,0.088,Peyami_Safa
TXT_1052,5.03,20.23,0.125,0.72,0.238,0.114,0.107,0.044,0.104,Halide_Edip
